0.00.938.819 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.939.137 W srv  llama_server: -----------------
0.00.939.139 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.939.139 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.939.139 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.939.140 W srv  llama_server: -----------------
0.00.940.506 I srv    load_model: loading model '/home/REDACTED/Bonsai-demo/models/bonsai2-gguf/27B/Ternary-Bonsai-2-27B-PQ2_0.gguf'
0.08.368.481 I cmn          init: llama threadpool init, n_threads = 20
0.09.282.420 I srv    load_model: initializing, n_slots = 12, n_ctx_slot = 1024, kv_unified = 'false'
0.09.286.239 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.09.286.284 I srv  llama_server: model loaded
0.09.286.288 I srv  llama_server: listening on http://127.0.0.1:8095
1.54.965.156 I slot get_availabl: id 11 | task -1 | selected slot by LRU, t_last = -1
13.02.279.065 I slot print_timing: id  7 | task 1670 |        eval time =   30799.53 ms /   256 tokens (  120.78 ms per token,     8.28 tokens per second)
13.02.279.065 I slot print_timing: id  7 | task 1670 |       total time =   32591.89 ms /   282 tokens
13.02.279.065 I slot print_timing: id  7 | task 1670 |    graphs reused =       1564
13.02.279.075 I slot      release: id  7 | task 1670 | stop processing: n_tokens = 281, truncated = 0
13.02.279.304 I slot print_timing: id  8 | task 1677 | prompt eval time =    1780.54 ms /    45 tokens (   39.57 ms per token,    25.27 tokens per second)
13.02.279.305 I slot print_timing: id  8 | task 1677 |        eval time =   30799.48 ms /   256 tokens (  120.78 ms per token,     8.28 tokens per second)
13.02.279.306 I slot print_timing: id  8 | task 1677 |       total time =   32580.02 ms /   301 tokens
13.02.279.306 I slot print_timing: id  8 | task 1677 |    graphs reused =       1564
13.02.279.319 I slot      release: id  8 | task 1677 | stop processing: n_tokens = 300, truncated = 0
13.02.279.546 I slot print_timing: id  9 | task 1672 | prompt eval time =    1769.68 ms /    24 tokens (   73.74 ms per token,    13.56 tokens per second)
13.02.279.548 I slot print_timing: id  9 | task 1672 |        eval time =   30799.43 ms /   256 tokens (  120.78 ms per token,     8.28 tokens per second)
13.02.279.548 I slot print_timing: id  9 | task 1672 |       total time =   32569.11 ms /   280 tokens
13.02.279.548 I slot print_timing: id  9 | task 1672 |    graphs reused =       1564
13.02.279.556 I slot      release: id  9 | task 1672 | stop processing: n_tokens = 279, truncated = 0
13.02.279.802 I slot print_timing: id 10 | task 1678 | prompt eval time =    1759.18 ms /    69 tokens (   25.50 ms per token,    39.22 tokens per second)
13.02.279.804 I slot print_timing: id 10 | task 1678 |        eval time =   30799.39 ms /   256 tokens (  120.78 ms per token,     8.28 tokens per second)
13.02.279.804 I slot print_timing: id 10 | task 1678 |       total time =   32558.58 ms /   325 tokens
13.02.279.804 I slot print_timing: id 10 | task 1678 |    graphs reused =       1564
13.02.279.813 I slot      release: id 10 | task 1678 | stop processing: n_tokens = 324, truncated = 0
13.02.280.042 I slot print_timing: id 11 | task 1679 | prompt eval time =    1749.30 ms /    31 tokens (   56.43 ms per token,    17.72 tokens per second)
13.02.280.043 I slot print_timing: id 11 | task 1679 |        eval time =   30799.34 ms /   256 tokens (  120.78 ms per token,     8.28 tokens per second)
13.02.280.044 I slot print_timing: id 11 | task 1679 |       total time =   32548.64 ms /   287 tokens
13.02.280.044 I slot print_timing: id 11 | task 1679 |    graphs reused =       1564
13.02.280.050 I slot      release: id 11 | task 1679 | stop processing: n_tokens = 286, truncated = 0
13.02.336.285 I slot get_availabl: id  7 | task -1 | selected slot by LCP similarity, f_sim_best = 0.161 (> 0.100 thold), f_keep = 0.018
13.02.336.328 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 304.942 MiB)
13.02.425.150 I slot launch_slot_: id  7 | task 1940 | processing task, is_child = 0
13.02.425.179 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 317.883 MiB)
13.02.505.817 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.946 MiB)
13.02.581.659 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.695 MiB)
13.02.658.079 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.258 MiB)
13.02.734.221 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 317.633 MiB)
13.02.808.907 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 317.008 MiB)
13.02.883.657 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 318.071 MiB)
13.02.958.330 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.758 MiB)
13.03.034.016 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.508 MiB)
13.03.123.742 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 44036663166
13.03.123.812 I slot launch_slot_: id  0 | task 1941 | processing task, is_child = 0
13.03.123.923 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 44036663407
13.03.123.946 I slot launch_slot_: id  1 | task 1942 | processing task, is_child = 0
13.03.124.031 I slot get_availabl: id  4 | task -1 | selected slot by LCP similarity, f_sim_best = 0.115 (> 0.100 thold), f_keep = 0.010
13.03.124.053 I slot launch_slot_: id  4 | task 1943 | processing task, is_child = 0
13.03.124.122 I slot get_availabl: id  5 | task -1 | selected slot by LRU, t_last = 44036664334
13.03.124.143 I slot launch_slot_: id  5 | task 1944 | processing task, is_child = 0
13.03.124.201 I slot get_availabl: id  9 | task -1 | selected slot by LCP similarity, f_sim_best = 0.119 (> 0.100 thold), f_keep = 0.018
13.03.124.222 I slot launch_slot_: id  9 | task 1945 | processing task, is_child = 0
13.03.124.272 I slot get_availabl: id  6 | task -1 | selected slot by LCP similarity, f_sim_best = 0.111 (> 0.100 thold), f_keep = 0.010
13.03.124.293 I slot launch_slot_: id  6 | task 1946 | processing task, is_child = 0
13.03.124.330 I slot get_availabl: id  8 | task -1 | selected slot by LCP similarity, f_sim_best = 0.143 (> 0.100 thold), f_keep = 0.010
13.03.124.351 I slot launch_slot_: id  8 | task 1947 | processing task, is_child = 0
13.03.124.375 I slot get_availabl: id 10 | task -1 | selected slot by LCP similarity, f_sim_best = 0.188 (> 0.100 thold), f_keep = 0.009
13.03.124.395 I slot launch_slot_: id 10 | task 1948 | processing task, is_child = 0
13.03.124.408 I slot get_availabl: id 11 | task -1 | selected slot by LRU, t_last = 44036665787
13.03.124.430 I slot launch_slot_: id 11 | task 1949 | processing task, is_child = 0
13.04.283.587 I slot print_timing: id  2 | task 1740 | n_gen =    198, tg =   7.74 t/s, tg_3s =   4.92 t/s
13.04.988.407 I slot print_timing: id  3 | task 1756 | n_gen =    184, tg =   7.67 t/s, tg_3s =   1.97 t/s
13.07.355.250 I slot print_timing: id  2 | task 1740 | n_gen =    219, tg =   7.65 t/s, tg_3s =   6.84 t/s
13.08.114.309 I slot print_timing: id  3 | task 1756 | n_gen =    210, tg =   7.74 t/s, tg_3s =   8.32 t/s
13.10.356.157 I slot print_timing: id  2 | task 1740 | n_gen =    244, tg =   7.71 t/s, tg_3s =   8.33 t/s
13.11.151.301 I slot print_timing: id  3 | task 1756 | n_gen =    236, tg =   7.83 t/s, tg_3s =   8.56 t/s
13.11.710.966 I slot print_timing: id  2 | task 1740 | prompt eval time =     604.92 ms /    68 tokens (    8.90 ms per token,   112.41 tokens per second)
13.11.710.971 I slot print_timing: id  2 | task 1740 |        eval time =   32863.31 ms /   256 tokens (  128.88 ms per token,     7.76 tokens per second)
13.11.710.971 I slot print_timing: id  2 | task 1740 |       total time =   33468.23 ms /   324 tokens
13.11.710.972 I slot print_timing: id  2 | task 1740 |    graphs reused =       1620
13.11.711.012 I slot      release: id  2 | task 1740 | stop processing: n_tokens = 323, truncated = 0
13.11.863.872 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 44046096749
13.11.863.920 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.258 MiB)
13.11.954.642 I slot launch_slot_: id  2 | task 2010 | processing task, is_child = 0
13.13.980.237 I slot print_timing: id  3 | task 1756 | prompt eval time =     572.78 ms /    63 tokens (    9.09 ms per token,   109.99 tokens per second)
13.13.980.243 I slot print_timing: id  3 | task 1756 |        eval time =   32852.89 ms /   256 tokens (  128.83 ms per token,     7.76 tokens per second)
13.13.980.243 I slot print_timing: id  3 | task 1756 |       total time =   33425.68 ms /   319 tokens
13.13.980.244 I slot print_timing: id  3 | task 1756 |    graphs reused =       1631
13.13.980.285 I slot      release: id  3 | task 1756 | stop processing: n_tokens = 318, truncated = 0
13.14.176.730 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 44048366022
13.14.176.783 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 317.883 MiB)
13.14.268.179 I slot launch_slot_: id  3 | task 2026 | processing task, is_child = 0
13.17.808.597 I slot print_timing: id  0 | task 1941 | n_gen =    100, tg =   7.72 t/s, tg_3s =   7.80 t/s
13.17.808.818 I slot print_timing: id  1 | task 1942 | n_gen =    100, tg =   7.72 t/s, tg_3s =   7.80 t/s
13.17.809.472 I slot print_timing: id  4 | task 1943 | n_gen =    100, tg =   7.72 t/s, tg_3s =   7.80 t/s
13.17.809.691 I slot print_timing: id  5 | task 1944 | n_gen =    100, tg =   7.72 t/s, tg_3s =   7.80 t/s
13.17.809.911 I slot print_timing: id  6 | task 1946 | n_gen =    100, tg =   7.72 t/s, tg_3s =   7.80 t/s
13.17.810.129 I slot print_timing: id  7 | task 1940 | n_gen =    100, tg =   7.72 t/s, tg_3s =   7.80 t/s
13.17.810.352 I slot print_timing: id  8 | task 1947 | n_gen =    100, tg =   7.72 t/s, tg_3s =   7.80 t/s
13.17.810.570 I slot print_timing: id  9 | task 1945 | n_gen =    100, tg =   7.72 t/s, tg_3s =   7.80 t/s
13.17.810.786 I slot print_timing: id 10 | task 1948 | n_gen =    100, tg =   7.72 t/s, tg_3s =   7.80 t/s
13.17.811.005 I slot print_timing: id 11 | task 1949 | n_gen =    100, tg =   7.72 t/s, tg_3s =   7.80 t/s
13.20.832.991 I slot print_timing: id  0 | task 1941 | n_gen =    126, tg =   7.89 t/s, tg_3s =   8.60 t/s
13.20.833.209 I slot print_timing: id  1 | task 1942 | n_gen =    126, tg =   7.89 t/s, tg_3s =   8.60 t/s
13.20.833.848 I slot print_timing: id  4 | task 1943 | n_gen =    126, tg =   7.89 t/s, tg_3s =   8.60 t/s
13.20.834.063 I slot print_timing: id  5 | task 1944 | n_gen =    126, tg =   7.89 t/s, tg_3s =   8.60 t/s
13.20.834.281 I slot print_timing: id  6 | task 1946 | n_gen =    126, tg =   7.89 t/s, tg_3s =   8.60 t/s
13.20.834.490 I slot print_timing: id  7 | task 1940 | n_gen =    126, tg =   7.89 t/s, tg_3s =   8.60 t/s
13.20.834.703 I slot print_timing: id  8 | task 1947 | n_gen =    126, tg =   7.89 t/s, tg_3s =   8.60 t/s
13.20.834.918 I slot print_timing: id  9 | task 1945 | n_gen =    126, tg =   7.89 t/s, tg_3s =   8.60 t/s
13.20.835.134 I slot print_timing: id 10 | task 1948 | n_gen =    126, tg =   7.89 t/s, tg_3s =   8.60 t/s
13.20.835.355 I slot print_timing: id 11 | task 1949 | n_gen =    126, tg =   7.89 t/s, tg_3s =   8.60 t/s
13.23.836.047 I slot print_timing: id  0 | task 1941 | n_gen =    151, tg =   7.96 t/s, tg_3s =   8.32 t/s
13.23.836.271 I slot print_timing: id  1 | task 1942 | n_gen =    151, tg =   7.96 t/s, tg_3s =   8.32 t/s
13.23.836.911 I slot print_timing: id  4 | task 1943 | n_gen =    151, tg =   7.96 t/s, tg_3s =   8.32 t/s
13.23.837.130 I slot print_timing: id  5 | task 1944 | n_gen =    151, tg =   7.96 t/s, tg_3s =   8.32 t/s
13.23.837.350 I slot print_timing: id  6 | task 1946 | n_gen =    151, tg =   7.96 t/s, tg_3s =   8.32 t/s
13.23.837.555 I slot print_timing: id  7 | task 1940 | n_gen =    151, tg =   7.96 t/s, tg_3s =   8.32 t/s
13.23.837.771 I slot print_timing: id  8 | task 1947 | n_gen =    151, tg =   7.96 t/s, tg_3s =   8.32 t/s
13.23.837.987 I slot print_timing: id  9 | task 1945 | n_gen =    151, tg =   7.96 t/s, tg_3s =   8.32 t/s
13.23.838.198 I slot print_timing: id 10 | task 1948 | n_gen =    151, tg =   7.96 t/s, tg_3s =   8.32 t/s
13.23.838.412 I slot print_timing: id 11 | task 1949 | n_gen =    151, tg =   7.96 t/s, tg_3s =   8.32 t/s
13.24.929.821 I slot print_timing: id  2 | task 2010 | n_gen =    100, tg =   7.99 t/s, tg_3s =   8.07 t/s
13.26.715.816 I slot print_timing: id  3 | task 2026 | n_gen =    100, tg =   8.31 t/s, tg_3s =   8.39 t/s
13.26.936.800 I slot print_timing: id  0 | task 1941 | n_gen =    177, tg =   8.02 t/s, tg_3s =   8.39 t/s
13.26.937.016 I slot print_timing: id  1 | task 1942 | n_gen =    177, tg =   8.02 t/s, tg_3s =   8.39 t/s
13.26.937.652 I slot print_timing: id  4 | task 1943 | n_gen =    177, tg =   8.02 t/s, tg_3s =   8.39 t/s
13.26.937.867 I slot print_timing: id  5 | task 1944 | n_gen =    177, tg =   8.02 t/s, tg_3s =   8.39 t/s
13.26.938.077 I slot print_timing: id  6 | task 1946 | n_gen =    177, tg =   8.02 t/s, tg_3s =   8.39 t/s
13.26.938.298 I slot print_timing: id  7 | task 1940 | n_gen =    177, tg =   8.02 t/s, tg_3s =   8.39 t/s
13.26.938.544 I slot print_timing: id  8 | task 1947 | n_gen =    177, tg =   8.02 t/s, tg_3s =   8.39 t/s
13.26.938.770 I slot print_timing: id  9 | task 1945 | n_gen =    177, tg =   8.02 t/s, tg_3s =   8.38 t/s
13.26.938.983 I slot print_timing: id 10 | task 1948 | n_gen =    177, tg =   8.02 t/s, tg_3s =   8.38 t/s
13.26.939.204 I slot print_timing: id 11 | task 1949 | n_gen =    177, tg =   8.02 t/s, tg_3s =   8.38 t/s
13.28.021.288 I slot print_timing: id  2 | task 2010 | n_gen =    126, tg =   8.07 t/s, tg_3s =   8.41 t/s
13.29.827.763 I slot print_timing: id  3 | task 2026 | n_gen =    126, tg =   8.32 t/s, tg_3s =   8.35 t/s
13.29.938.668 I slot print_timing: id  0 | task 1941 | n_gen =    202, tg =   8.06 t/s, tg_3s =   8.33 t/s
13.29.938.895 I slot print_timing: id  1 | task 1942 | n_gen =    202, tg =   8.06 t/s, tg_3s =   8.33 t/s
13.29.939.606 I slot print_timing: id  4 | task 1943 | n_gen =    202, tg =   8.06 t/s, tg_3s =   8.33 t/s
13.29.939.816 I slot print_timing: id  5 | task 1944 | n_gen =    202, tg =   8.06 t/s, tg_3s =   8.33 t/s
13.29.940.032 I slot print_timing: id  6 | task 1946 | n_gen =    202, tg =   8.06 t/s, tg_3s =   8.33 t/s
13.29.940.254 I slot print_timing: id  7 | task 1940 | n_gen =    202, tg =   8.06 t/s, tg_3s =   8.33 t/s
13.29.940.483 I slot print_timing: id  8 | task 1947 | n_gen =    202, tg =   8.06 t/s, tg_3s =   8.33 t/s
13.29.940.708 I slot print_timing: id  9 | task 1945 | n_gen =    202, tg =   8.06 t/s, tg_3s =   8.33 t/s
13.29.940.923 I slot print_timing: id 10 | task 1948 | n_gen =    202, tg =   8.06 t/s, tg_3s =   8.33 t/s
13.29.941.139 I slot print_timing: id 11 | task 1949 | n_gen =    202, tg =   8.06 t/s, tg_3s =   8.33 t/s
13.31.142.452 I slot print_timing: id  2 | task 2010 | n_gen =    152, tg =   8.11 t/s, tg_3s =   8.33 t/s
13.32.951.971 I slot print_timing: id  0 | task 1941 | n_gen =    227, tg =   8.08 t/s, tg_3s =   8.30 t/s
13.32.952.195 I slot print_timing: id  1 | task 1942 | n_gen =    227, tg =   8.08 t/s, tg_3s =   8.30 t/s
13.32.952.633 I slot print_timing: id  3 | task 2026 | n_gen =    152, tg =   8.32 t/s, tg_3s =   8.32 t/s
13.32.952.858 I slot print_timing: id  4 | task 1943 | n_gen =    227, tg =   8.08 t/s, tg_3s =   8.30 t/s
13.32.953.080 I slot print_timing: id  5 | task 1944 | n_gen =    227, tg =   8.08 t/s, tg_3s =   8.30 t/s
13.32.953.311 I slot print_timing: id  6 | task 1946 | n_gen =    227, tg =   8.08 t/s, tg_3s =   8.30 t/s
13.32.953.555 I slot print_timing: id  7 | task 1940 | n_gen =    227, tg =   8.08 t/s, tg_3s =   8.30 t/s
13.32.953.777 I slot print_timing: id  8 | task 1947 | n_gen =    227, tg =   8.08 t/s, tg_3s =   8.30 t/s
13.32.954.005 I slot print_timing: id  9 | task 1945 | n_gen =    227, tg =   8.08 t/s, tg_3s =   8.30 t/s
13.32.954.214 I slot print_timing: id 10 | task 1948 | n_gen =    227, tg =   8.08 t/s, tg_3s =   8.30 t/s
13.32.954.434 I slot print_timing: id 11 | task 1949 | n_gen =    227, tg =   8.08 t/s, tg_3s =   8.30 t/s
13.34.221.014 I slot print_timing: id  2 | task 2010 | n_gen =    177, tg =   8.12 t/s, tg_3s =   8.12 t/s
13.36.039.091 I slot print_timing: id  0 | task 1941 | n_gen =    252, tg =   8.08 t/s, tg_3s =   8.10 t/s
13.36.039.320 I slot print_timing: id  1 | task 1942 | n_gen =    252, tg =   8.08 t/s, tg_3s =   8.10 t/s
13.36.039.751 I slot print_timing: id  3 | task 2026 | n_gen =    177, tg =   8.29 t/s, tg_3s =   8.10 t/s
13.36.039.970 I slot print_timing: id  4 | task 1943 | n_gen =    252, tg =   8.08 t/s, tg_3s =   8.10 t/s
13.36.040.191 I slot print_timing: id  5 | task 1944 | n_gen =    252, tg =   8.08 t/s, tg_3s =   8.10 t/s
13.36.040.412 I slot print_timing: id  6 | task 1946 | n_gen =    252, tg =   8.08 t/s, tg_3s =   8.10 t/s
13.36.040.631 I slot print_timing: id  7 | task 1940 | n_gen =    252, tg =   8.08 t/s, tg_3s =   8.10 t/s
13.36.040.858 I slot print_timing: id  8 | task 1947 | n_gen =    252, tg =   8.08 t/s, tg_3s =   8.10 t/s
13.36.041.078 I slot print_timing: id  9 | task 1945 | n_gen =    252, tg =   8.08 t/s, tg_3s =   8.10 t/s
13.36.041.314 I slot print_timing: id 10 | task 1948 | n_gen =    252, tg =   8.08 t/s, tg_3s =   8.10 t/s
13.36.041.536 I slot print_timing: id 11 | task 1949 | n_gen =    252, tg =   8.08 t/s, tg_3s =   8.10 t/s
13.36.493.695 I slot print_timing: id  0 | task 1941 | prompt eval time =    1863.25 ms /    52 tokens (   35.83 ms per token,    27.91 tokens per second)
13.36.493.699 I slot print_timing: id  0 | task 1941 |        eval time =   31506.00 ms /   256 tokens (  123.55 ms per token,     8.09 tokens per second)
13.36.493.699 I slot print_timing: id  0 | task 1941 |       total time =   33369.25 ms /   308 tokens
13.36.493.700 I slot print_timing: id  0 | task 1941 |    graphs reused =       1809
13.36.493.735 I slot      release: id  0 | task 1941 | stop processing: n_tokens = 307, truncated = 0
13.36.493.962 I slot print_timing: id  1 | task 1942 | prompt eval time =    1855.88 ms /    67 tokens (   27.70 ms per token,    36.10 tokens per second)
13.36.493.964 I slot print_timing: id  1 | task 1942 |        eval time =   31505.99 ms /   256 tokens (  123.55 ms per token,     8.09 tokens per second)
13.36.493.964 I slot print_timing: id  1 | task 1942 |       total time =   33361.86 ms /   323 tokens
13.36.493.965 I slot print_timing: id  1 | task 1942 |    graphs reused =       1809
13.36.493.985 I slot      release: id  1 | task 1942 | stop processing: n_tokens = 322, truncated = 0
13.36.494.636 I slot print_timing: id  4 | task 1943 | prompt eval time =    1848.39 ms /    26 tokens (   71.09 ms per token,    14.07 tokens per second)
13.36.494.638 I slot print_timing: id  4 | task 1943 |        eval time =   31505.94 ms /   256 tokens (  123.55 ms per token,     8.09 tokens per second)
13.36.494.639 I slot print_timing: id  4 | task 1943 |       total time =   33354.33 ms /   282 tokens
13.36.494.639 I slot print_timing: id  4 | task 1943 |    graphs reused =       1809
13.36.494.656 I slot      release: id  4 | task 1943 | stop processing: n_tokens = 281, truncated = 0
13.36.494.878 I slot print_timing: id  5 | task 1944 | prompt eval time =    1837.16 ms /    38 tokens (   48.35 ms per token,    20.68 tokens per second)
